refId,atShard
45654705,115
45654835,115
45759410,116
45759549,116
45759759,116
45849956,117
45910826,118
45925866,118
45927575,118
45980189,119
45980837,119
45980960,119
46026687,120
46029991,120
46031983,120
46032493,120
46032630,120
46032663,120
46032771,120
46032817,120
46051638,121
46055050,121
46077941,121
46079975,121
46080886,121
46122686,122
46123802,122
46211000,123
46211154,123
46269916,124
46270607,124
46358781,125
46359054,125
46359285,125
46359412,125
46420745,126
46423299,126
46427195,126
46533624,127
46537019,127
46537348,127
46537398,127
46741259,128
46867774,129
46872806,129
46872841,129
46934874,130
46934922,130
46934943,130
46991423,131
47153079,132
47153113,132
47242276,133
47249440,133
47253860,133
47322437,134
47333545,134
47334207,135
47336135,135
47336394,135
47343053,135
47371046,136
47371373,136
47400004,137
47400763,137
47401875,137
47440511,139
47445600,139
47450592,139
47450741,139
47495171,140
47517782,140
47517992,140
47518056,140
47518108,140
47518148,140
47518190,140
47518326,141
47525736,141
47525774,141
47525798,141
47525806,141
47525809,141
47560731,142
47600978,143
47604563,144
47644536,144
47694334,145
47705316,145
47705821,145
47708899,145
47709590,145
47777776,146
47777777,146
47777778,146
47777828,146
47811772,147
47811920,147
47817190,147
47819337,147
47871235,148
47895273,148
47895730,148
47897063,148
47921333,149
47937314,149
47954248,149
47969323,149
47969571,149
47970042,149
47970178,149
48073719,150
48154390,151
48186015,151
48186286,151
48186557,151
48186611,151
48205655,152
48205694,152
48206252,152
48206742,152
48206751,152
48206836,152
48206855,152
48206863,152
48206871,152
48226151,153
48241551,154
48243541,154
48251133,155
48254145,155
48255709,155
48257792,155
48257793,155
48257841,155
48257876,155
48257896,155
48258143,155
48258146,155
48258180,155
48258260,155
48258285,155
48258333,155
48258351,155
48258409,155
48258440,155
48258460,155
48259582,156
48259653,156
48259742,156
48259774,156
48259776,156
48260152,156
48260311,156
48261202,156
48261237,156
48261248,156
48261289,156
48261435,156
48261436,156
48261497,156
48261520,156
48261529,156
48261535,156
48261576,156
48261787,156
48262373,156
48262464,156
48262472,156
48262905,156
48262961,156
48262993,156
48263001,156
48263018,156
48263023,156
48263032,156
48263035,156
48263042,156
48263059,156
48275526,157
48275592,157
48275697,157
48276444,157
48276580,157
48276741,157
48276751,157
48276811,157
48277030,157
48277438,157
48277659,157
48277664,157
48277678,157
48277690,157
48294414,158
48295345,158
48295795,158
48297217,158
48297742,158
48297943,158
48298614,158
48298766,158
48298822,158
48298837,158
48298940,158
48298948,158
48298965,158
48298969,158
